client_id,code,chi_name,name,chi_address,address,phone_no
7,3001,灣景中心,灣景中心,香港灣仔港灣道28號灣景中心地下5號舖,Shop 5 on the Ground Floor of Causeway Centre No.28 Harbour Road Wanchai Hong Kong.,25119360
7,3002,北角桂洪中心,北角桂洪中心,香港北角英皇道89號桂洪集團中心地下A舖,G/F Shop A of G/F Kwai Hung Holding Centre No. 89 King’s Road Hong Kong.,25716092
7,3003,筲箕灣東大街,筲箕灣東大街,香港筲箕灣東大街98-100號地下,Ground Floor 98-100 Main Street East Shau Ki Wan Hong Kong.,29670572
7,3004,北角城市花園,北角城市花園,香港北角電氣道233號城市花園第一、二及三座地下G59、G61及G62號舖,Unit Nos.G59 G61 & G62 G/F Blocks 12 and 3 City Garden No.233 Electric Road North Point Hong Kong.,25107037
7,3005,何文田愛民邨,何文田愛民邨,九龍何文田愛民邨頌民樓地下5號舖,Shop No.5 G/F Chung Man House Oi Man Estate Homantin Kowloon.,27121647
7,3006,觀塘順利邨,觀塘順利邨,九龍觀塘順利邨利溢樓平台E10號舖,Shop no. E10 on the podium floor Lee Yat House Shun Lee Estate Kwun Tong Kowloon,27931035
7,3007,元朗裕景坊,元朗裕景坊,新界元朗裕景坊11號地下1號舖,Shop 1 G/F No.11 Yu King Square Yuen Long New Territories.,29445769
7,3009,荔枝角宇晴匯,荔枝角宇晴匯,九龍荔枝角深盛路9號宇晴匯商場2樓13號舖,Shop No.13 on Second Floor Pacifica Mall No.9 Sham Shing Road Lai Chi Kok Kowloon,36950038
7,3010,樂富中心,樂富中心,九龍樂富樂富中心高層地下II層208-209號舖,Shop Nos.L208 - L209 Upper Ground Floor II Lok Fu Shopping Centre Lok Fu Kowloon,27940331
7,3011,黃大仙中心,黃大仙中心,九龍黃大仙黃大仙中心地下G6號舖,Shop G6 Ground Floor Wong Tai Sin Plaza ,23213690
7,3012,沙田禾輋邨,沙田禾輋邨,新界沙田禾輋邨禾輋商場2樓211號舖,Shop No.211 2nd Floor Wo Che Plaza Wo Che Estate Shatin N.T.,26993755  
7,3013,筲箕灣港鐵站,筲箕灣港鐵站,香港筲箕灣筲箕灣港鐵站SKW9號舖,Kiosk SKW 9 at MTR Shau Kei Wan Station Sau Kei Wan Hong Kong.,29674612
7,3014,天水圍天瑞,天水圍天瑞,香港新界天水圍天瑞商場地下2B店舖,Shop No.2B G/F Tin Shui Shopping Centre Tin Shui Esate Tin Shui Wai N.T.,24488671
7,3015,葵芳邨商場,葵芳邨商場,新界葵芳邨葵芳商場1樓114號舖,Shop No.114 1/F Kwai Fong Shopping Centre Kwai Fong Estate N.T.,24199730
7,3016,葵涌大窩口邨,葵涌大窩口邨,新界葵涌大窩口邨大窩口商場(一期)地下A08號舖,Shop No. A08 G/F Tai Wo Hau Commercial Centre (1) Tai Wo Hau Estate Kwai Chung N.T.,24222853
7,3017,荃灣廣場,荃灣廣場,新界荃灣荃灣廣場2層261號舖,Shop No.261 Level 2 Tsuen Wan Plaza Tsuen Wan N.T. ,24902131
7,3018,柴灣小西灣廣場,柴灣小西灣廣場,香港柴灣小西灣廣場地下G11號舖,Shop No.11G/F. Siu Sai Wan Plaza 10 Siu Sai Wan RoadSiu Sai Wan H.K.,25050756
7,3020,沙田碩門邨,沙田碩門邨,沙田碩門邨健碩樓地下一號鋪,Shop No. 1 G/F. Kin Shek House  Shek Mun Eastate Shatin.,29479632
7,3022,新蒲崗興華工業大廈,新蒲崗興華工業大廈,九龍新蒲崗爵祿街23號興華工業大廈地下,G/F WAH HING INDUSTRIAL MANSIONS23 TSEUK LUK STREET SAN PO KONG KLN,23211556
7,3024,開源道,開源道,九龍觀塘開源道79號鱷魚恤中心1樓3A號舖,Shop 3A 1/F. Crocodile Center 79 Hoi Yuen Road Kwun Tong Kowloon,24031107
7,3026,尖沙咀星光行,尖沙咀星光行,九龍尖沙咀星光行地下9C及10A號舖,Shop 9C & 10A G/F Star House Tsimshatsui Kowloon.,23147171
7,3027,西貢萬年街,西貢萬年街,香港新界西貢萬年街75號地下(包括天井及閣樓),The Ground Floor (including the yard and cockloft thereof) of No.75 Man Nin StreetSai Kung New Territories Hong Kong,27911039
7,3028,石蔭邨石蔭商場,石蔭邨石蔭商場,新界葵涌石蔭邨石蔭商場低層2樓202號鋪,Shop No.202 on the Lower Ground Second Floor of Shek Yam Shopping CentreShek Yam Estate Kwai Chung New Territories,24166010
7,3029,屯門山景商場,屯門山景商場,屯門鳴琴路１號山景商場地下２０６號鋪,Shop no.206 Ground Floor Shan King Shopping Centre1 Ming Kum Road Tuen Mun New Territories, 2463 3922  
7,3031,羅湖,羅湖,羅湖站LOWＫ３號鋪,Shop LOW K3 at Lo Wu Station,26390635
7,3033,跑馬地鳳輝臺,跑馬地鳳輝臺,香港跑馬地鳳輝臺11A及1B號鋪,ALL THAT THE PORTION OF GARAGE OF BLK A 11A & 1B FUNG FAI TERRACE HK,28933023
7,3034,柴灣新翠商場,柴灣新翠商場,香港柴灣新翠商場3樓305A號鋪,SHOP NO. 305A LEVEL 3 NEW JADE SHOPPING ARCADE CHAI WAN HK ,25055621
